repeat,case,project,routes,path_len,providers_per_rule,prefix_rules_per_origin,origin_diversity_pct,generated_prefix_rules,active_prefix_rules,distinct_origins,proto,wall_us,total_ns,total_us,calls,avg_ns,rss_kb,user_us,sys_us,minflt,majflt,nvcsw,nivcsw,log_file
3,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,878329,159562188,159562,1000000,159,1895744,3858499,1151515,476596,0,0,89,
4,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1048494,294470289,294470,1000000,294,2135176,4922438,1159677,537745,0,0,79,
4,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1055520,282243764,282243,1000000,282,2135092,4841522,1211282,537746,0,0,79,
4,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,887886,160333548,160333,1000000,160,1895760,3887239,1103881,476598,0,0,66,
5,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1043297,291929147,291929,1000000,291,2134840,4877936,1199355,537743,0,0,102,
5,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1030495,270489442,270489,1000000,270,2134992,4784923,1247219,537742,0,0,77,
5,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,888803,160674933,160674,1000000,160,1895712,3882084,1119504,476597,0,0,65,
6,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1045516,291204907,291204,1000000,291,2135248,4811458,1254655,537748,0,0,94,
6,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1011104,269881153,269881,1000000,269,2135248,4881013,1207375,537746,0,0,82,
6,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,870038,161055328,161055,1000000,161,1895476,3879300,1122680,476597,0,0,64,
7,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1048263,293969343,293969,1000000,293,2134988,4741189,1315246,537747,0,0,70,
7,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1062042,272203170,272203,1000000,272,2135152,4908424,1207074,537745,0,0,124,
7,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,869566,159807805,159807,1000000,159,1895872,3870660,1123604,476598,0,0,51,
8,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1042490,291117164,291117,1000000,291,2135060,4831678,1318768,537745,0,0,82,
8,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1043297,272699886,272699,1000000,272,2135072,4825304,1387353,537746,0,0,79,
8,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,882110,160879690,160879,1000000,160,1895592,3930608,1103462,476594,0,0,62,
9,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1041038,293518815,293518,1000000,293,2135252,4848943,1291216,537746,0,0,79,
9,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1043439,272850749,272850,1000000,272,2135092,4784231,1303036,537743,0,0,66,
9,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,888622,160437618,160437,1000000,160,1895672,3852231,1238794,476596,0,0,57,
10,linear-hit,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1060889,292585676,292585,1000000,292,2135032,4834131,1267523,537745,0,0,70,
10,linear-miss,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,1009540,271451761,271451,1000000,271,2134844,4824265,1314968,537744,0,0,71,
10,linear-global,linear,1000000,4,10,14,2,280000,280000,20000,test_routes,884201,160398011,160398,1000000,160,1895956,3940299,1088117,476600,0,0,51,
1,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1364869,476479006,476479,1000000,476,2323488,5289843,1787017,584792,0,0,78,
1,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1303386,411089191,411089,1000000,411,2323428,5143043,1842205,584791,0,0,79,
1,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,987111,175508287,175508,1000000,175,1916072,3866715,1367525,481687,0,0,62,
2,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1272329,436159839,436159,1000000,436,2323376,5047636,1471773,584790,0,0,74,
2,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1343150,413557905,413557,1000000,413,2323316,5094780,1507420,584791,0,0,79,
2,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1007243,177954364,177954,1000000,177,1915960,4024710,1302950,481683,0,0,55,
3,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1372434,476490639,476490,1000000,476,2323344,5234749,1787527,584792,0,0,80,
3,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1241828,373604345,373604,1000000,373,2323420,4941189,1515315,584792,0,0,71,
3,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,984013,177412232,177412,1000000,177,1916084,4041378,1167091,481685,0,0,58,
4,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1296185,431070725,431070,1000000,431,2323260,5052906,1447285,584791,0,0,72,
4,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1282575,373095969,373095,1000000,373,2323260,5140937,1383122,584790,0,0,70,
4,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,975827,175469168,175469,1000000,175,1916244,4035253,1231771,481688,0,0,55,
5,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1283444,436786158,436786,1000000,436,2323408,5150105,1399418,584790,0,0,72,
5,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1222592,371823589,371823,1000000,371,2323340,5012809,1383156,584791,0,0,80,
5,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,951708,173742539,173742,1000000,173,1916164,3986554,1211552,481687,0,0,62,
6,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1276011,432459633,432459,1000000,432,2323348,5102394,1383547,584792,0,0,90,
6,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1271113,375365671,375365,1000000,375,2323432,5089189,1427035,584793,0,0,86,
6,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,993067,176448369,176448,1000000,176,1916108,4219321,1406379,481685,0,0,62,
7,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1317829,462948538,462948,1000000,462,2323344,5091808,1722594,584792,0,0,74,
7,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1330837,414123226,414123,1000000,414,2323368,5186386,1735473,584792,0,0,81,
7,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1034146,179402420,179402,1000000,179,1916288,4132903,1502883,481688,0,0,61,
8,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1274068,435167411,435167,1000000,435,2323476,5166293,1327523,584792,0,0,78,
8,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1240447,376086619,376086,1000000,376,2323412,5079565,1347891,584792,0,0,68,
8,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1010937,178917288,178917,1000000,178,1916124,4001940,1259226,481688,0,0,70,
9,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1292668,435731593,435731,1000000,435,2323400,5020162,1486923,584792,0,0,73,
9,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1215045,371567062,371567,1000000,371,2323316,4972467,1570917,584789,0,0,68,
9,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,953719,173481706,173481,1000000,173,1916244,4090181,1095532,481688,0,0,55,
10,trie-hit,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1273700,433427059,433427,1000000,433,2323280,5076432,1447031,584791,0,0,68,
10,trie-miss,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,1224799,372047487,372047,1000000,372,2323420,4900318,1447027,584792,0,0,66,
10,trie-global,bird-prefix-trie,1000000,4,10,14,2,280000,280000,20000,test_routes,961683,173952256,173952,1000000,173,1916220,4137415,1111282,481685,0,0,57,
1,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1123781,294202235,294202,1000000,294,2157524,5050359,1334342,543306,0,0,85,
1,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1148617,278195523,278195,1000000,278,2157332,5109847,1271440,543304,0,0,82,
1,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,975017,162277338,162277,1000000,162,1917500,4072992,1151166,481997,0,0,60,
2,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1118007,294050468,294050,1000000,294,2157440,4896913,1462957,543304,0,0,74,
2,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1117769,274766112,274766,1000000,274,2157380,4888905,1447197,543304,0,0,77,
2,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,941759,159934458,159934,1000000,159,1917412,3994591,1143591,481996,0,0,56,
3,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1144246,297492919,297492,1000000,297,2157396,5109062,1303030,543304,0,0,67,
3,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1124636,278593183,278593,1000000,278,2157312,5020494,1371052,543303,0,0,64,
3,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,960365,160754829,160754,1000000,160,1917520,3951333,1234564,481998,0,0,71,
4,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1132811,298402212,298402,1000000,298,2157400,5074686,1255686,543304,0,0,69,
4,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1100325,275628851,275628,1000000,275,2157412,4895453,1382468,543307,0,0,87,
4,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,989392,163379053,163379,1000000,163,1917528,4134786,1103707,481999,0,0,60,
5,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1122830,294484656,294484,1000000,294,2157588,4952196,1367004,543306,0,0,68,
5,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1103672,276021097,276021,1000000,276,2157428,4877429,1387273,543305,0,0,63,
5,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,954318,161815827,161815,1000000,161,1917376,3985333,1215289,481998,0,0,55,
6,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1117463,294526167,294526,1000000,294,2157376,4976538,1398894,543303,0,0,77,
6,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1109233,274447504,274447,1000000,274,2157620,4926331,1287556,543307,0,0,65,
6,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,987131,162608297,162608,1000000,162,1917504,4059495,1194799,481998,0,0,53,
7,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1125843,293734547,293734,1000000,293,2157532,4902959,1387834,543308,0,0,69,
7,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1104965,274967273,274967,1000000,274,2157460,5076188,1298868,543307,0,0,76,
7,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,962111,164010252,164010,1000000,164,1917456,4073169,1191338,481998,0,0,57,
8,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1107186,293163214,293163,1000000,293,2157404,5036048,1271070,543305,0,0,76,
8,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1110826,280602705,280602,1000000,280,2157268,4980974,1267402,543303,0,0,74,
8,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,946004,161417904,161417,1000000,161,1917280,3964860,1246869,481997,0,0,59,
9,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1101151,292946557,292946,1000000,292,2157512,5051389,1218898,543306,0,0,64,
9,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1098585,275811583,275811,1000000,275,2157328,5069344,1219522,543306,0,0,65,
9,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,955018,162999273,162999,1000000,162,1917296,4017876,1191363,481996,0,0,52,
10,hybrid-hit,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1122146,294782395,294782,1000000,294,2157220,4866567,1490280,543306,0,0,75,
10,hybrid-miss,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,1111853,277438477,277438,1000000,277,2157448,5055678,1314827,543304,0,0,67,
10,hybrid-global,bird-prefix-hybrid,1000000,4,10,14,2,280000,280000,20000,test_routes,971015,163046916,163046,1000000,163,1917416,3943065,1247566,481999,0,0,57,
1,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,895194,163733517,163733,1000000,163,1886868,3820007,1196021,474388,0,0,53,
2,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,900117,164223840,164223,1000000,164,1887020,3866741,1182322,474389,0,0,55,
3,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,914944,163841775,163841,1000000,163,1886928,3872601,1202950,474390,0,0,73,
4,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,901159,163832595,163832,1000000,163,1887040,4040831,1071233,474389,0,0,59,
5,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,894899,164658759,164658,1000000,164,1887060,3882013,1151452,474390,0,0,50,
6,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,899004,163886327,163886,1000000,163,1887056,3862664,1179633,474389,0,0,52,
7,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,888357,162434516,162434,1000000,162,1887000,3862498,1187531,474389,0,0,56,
8,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,888961,163565253,163565,1000000,163,1886932,3856794,1212297,474389,0,0,45,
9,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,888183,164597533,164597,1000000,164,1887136,3875580,1230706,474390,0,0,56,
10,original-global,bird,1000000,4,10,14,2,280000,280000,20000,test_routes,898953,164903603,164903,1000000,164,1887024,3882041,1179370,474390,0,0,57,
1,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1049926,264522849,264522,1000000,264,2106256,4302135,1363410,529854,0,0,68,
1,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,924459,159500265,159500,1000000,159,1888192,3831603,1194627,474581,0,0,54,
1,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1102874,320040545,320040,1000000,320,2106228,4536035,1214976,529854,0,0,61,
2,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1045948,262831316,262831,1000000,262,2106092,4294333,1331489,529853,0,0,62,
2,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,914679,158511841,158511,1000000,158,1888032,3909543,1079199,474581,0,0,58,
2,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1086901,319196160,319196,1000000,319,2106208,4295211,1347770,529852,0,0,63,
3,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1064974,263651152,263651,1000000,263,2106228,4366353,1315482,529855,0,0,58,
3,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,942243,161928425,161928,1000000,161,1888264,3927640,1122774,474585,0,0,54,
3,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1103157,320997140,320997,1000000,320,2106328,4450536,1267526,529855,0,0,66,
4,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1047302,263102206,263102,1000000,263,2106284,4410916,1243689,529853,0,0,63,
4,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,908014,159384341,159384,1000000,159,1887964,3902156,1167423,474580,0,0,55,
4,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1093733,319930957,319930,1000000,319,2106296,4475187,1303892,529854,0,0,66,
5,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1052528,263405253,263405,1000000,263,2106388,4344151,1322867,529855,0,0,71,
5,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,940660,163730871,163730,1000000,163,1888112,3875999,1178759,474582,0,0,66,
5,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1092243,319424987,319424,1000000,319,2106252,4389793,1299295,529856,0,0,68,
6,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1066062,263591816,263591,1000000,263,2106384,4439879,1215882,529857,0,0,63,
6,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,916109,158850599,158850,1000000,158,1888148,4006509,1035604,474584,0,0,64,
6,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1099485,322444359,322444,1000000,322,2106280,4348518,1342949,529852,0,0,73,
7,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1047882,262578580,262578,1000000,262,2106320,4432176,1195141,529856,0,0,68,
7,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,939287,159107717,159107,1000000,159,1887980,3903161,1115768,474583,0,0,70,
7,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1118473,329722283,329722,1000000,329,2106296,4344786,1375061,529855,0,0,64,
8,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1049564,262098017,262098,1000000,262,2106304,4288853,1323006,529853,0,0,66,
8,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,910610,158707021,158707,1000000,158,1888028,3853212,1175187,474580,0,0,53,
8,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1095264,319999642,319999,1000000,319,2106152,4575107,1167653,529854,0,0,62,
9,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1050816,264294568,264294,1000000,264,2106180,4360766,1283087,529854,0,0,65,
9,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,961924,160346217,160346,1000000,160,1888112,3950555,1127591,474581,0,0,58,
9,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1089692,319373231,319373,1000000,319,2106288,4485327,1255326,529853,0,0,59,
10,trie-miss,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1050012,262908983,262908,1000000,262,2106228,4315927,1272035,529855,0,0,60,
10,trie-global,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,917407,160378975,160378,1000000,160,1888044,3773903,1247289,474580,0,0,55,
10,trie-hit,bird-prefix-trie,1000000,4,10,16,1,160000,160000,10000,test_routes,1098063,322583873,322583,1000000,322,2106416,4506147,1171510,529855,0,0,66,
1,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1045507,261666767,261666,1000000,261,2023312,4470794,1278534,509119,0,0,102,
1,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,910577,146116501,146116,1000000,146,1888632,3855688,1131918,474665,0,0,93,
1,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1132869,298404101,298404,1000000,298,2023340,4411372,1283859,509119,0,0,113,
2,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1058354,263861237,263861,1000000,263,2023296,4418092,1248715,509121,0,0,108,
2,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,951846,144974446,144974,1000000,144,1888420,3876530,1140139,474663,0,0,107,
2,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1077485,284170400,284170,1000000,284,2023316,4664135,1200269,509119,0,0,71,
3,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1070896,263623993,263623,1000000,263,2023284,4475868,1190851,509120,0,0,90,
3,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,929759,145146032,145146,1000000,145,1888376,3884284,1174893,474664,0,0,109,
3,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1048688,278552873,278552,1000000,278,2023380,4306117,1319416,509120,0,0,66,
4,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1081107,265296016,265296,1000000,265,2023456,4368272,1298877,509118,0,0,120,
4,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,903565,147428994,147428,1000000,147,1888476,3912069,1086886,474663,0,0,97,
4,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1047123,279537618,279537,1000000,279,2023428,4480797,1139231,509121,0,0,103,
5,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1070975,263966857,263966,1000000,263,2023332,4317849,1295402,509120,0,0,64,
5,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,974079,148604237,148604,1000000,148,1888284,3887793,1347977,474663,0,0,63,
5,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1067704,281362099,281362,1000000,281,2023392,4672347,1107105,509119,0,0,102,
6,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1088138,264082228,264082,1000000,264,2023456,4592077,1107084,509118,0,0,93,
6,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,959292,148736053,148736,1000000,148,1888368,3982182,1095500,474665,0,0,102,
6,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1071018,280359549,280359,1000000,280,2023284,4322765,1335661,509118,0,0,74,
7,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1053228,260591600,260591,1000000,260,2023416,4371929,1270829,509120,0,0,102,
7,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,940327,150226587,150226,1000000,150,1888612,3882679,1195605,474664,0,0,86,
7,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1069788,279720564,279720,1000000,279,2023524,4407805,1246876,509121,0,0,99,
8,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1066555,266727624,266727,1000000,266,2023364,4447264,1259802,509120,0,0,98,
8,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,956443,148043798,148043,1000000,148,1888440,3868930,1183113,474663,0,0,92,
8,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1082190,286132668,286132,1000000,286,2023552,4496473,1175038,509121,0,0,101,
9,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1092751,264378502,264378,1000000,264,2023404,4551638,1379764,509119,0,0,102,
9,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,946814,145345218,145345,1000000,145,1888252,3830122,1247298,474663,0,0,74,
9,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1200792,291891840,291891,1000000,291,2023356,4938858,1374557,509119,0,0,100,
10,hybrid-miss,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1191654,271137833,271137,1000000,271,2023412,4628727,1594942,509119,0,0,98,
10,hybrid-global,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,917455,146609335,146609,1000000,146,1888544,3921121,1263060,474664,0,0,88,
10,hybrid-hit,bird-prefix-hybrid,1000000,4,10,16,1,160000,160000,10000,test_routes,1043347,278285310,278285,1000000,278,2023500,4341704,1255424,509121,0,0,110,
1,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,869361,152533260,152533,1000000,152,1867036,3699658,1203970,469332,0,0,66,
2,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,886688,153520316,153520,1000000,153,1867032,3890695,1083705,469330,0,0,59,
3,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,867017,152625429,152625,1000000,152,1866956,3673090,1202806,469331,0,0,64,
4,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,866322,152616857,152616,1000000,152,1866840,3751295,1199742,469331,0,0,65,
5,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,867918,155257581,155257,1000000,155,1866908,3775338,1115799,469331,0,0,68,
6,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,858729,152457727,152457,1000000,152,1867144,3702196,1199405,469330,0,0,58,
7,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,875415,152265553,152265,1000000,152,1867036,3767370,1127801,469332,0,0,49,
8,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,863773,153486504,153486,1000000,153,1866804,3797138,1175144,469330,0,0,57,
9,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,859630,152606281,152606,1000000,152,1867216,3706332,1239435,469332,0,0,52,
10,original-global,bird,1000000,4,10,16,1,160000,160000,10000,test_routes,863708,152365882,152365,1000000,152,1867284,3858326,1035582,469334,0,0,48,
1,linear-miss,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,1002961,273580303,273580,1000000,273,2006364,4381671,1359288,504842,0,0,59,
1,linear-global,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,883170,151648201,151648,1000000,151,1871548,3951961,1126907,470434,0,0,49,
1,linear-hit,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,1006755,284443690,284443,1000000,284,2006280,4378235,1191457,504842,0,0,60,
2,linear-miss,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,1026797,275420323,275420,1000000,275,2006072,4322590,1355545,504840,0,0,71,
2,linear-global,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,868196,150735689,150735,1000000,150,1871724,3806247,1103453,470434,0,0,59,
2,linear-hit,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,1012532,285234106,285234,1000000,285,2006256,4355801,1202931,504840,0,0,65,
3,linear-miss,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,988856,273867638,273867,1000000,273,2006204,4343184,1147767,504841,0,0,58,
3,linear-global,linear,1000000,4,10,16,1,160000,160000,10000,test_routes,863868,150198723,150198,1000000,150,1871476,3753408,1155181,470433,0,0,53,
